,기업명,주소,직무,자격요건,직급,이용하는기술스택/우대사항,해당 페이지 URL
1860,디케이테크인,성남시 분당구 판교역로 235 H스퀘어 N동,DBA,"경력10년이상•MySQL운영경험있으신분(설치,백업복구,HA,DR등)•개념/논리/물리데이터모델및분석/설계/구축경험있으신분•DBLog를분석하여이슈대응및트러블슈팅경험이있으신분•ShellScript및Python개발역량이있으신분•데이터표준화관리경험이있으신분•데이터통합및최적화경험이있으신분•요구사항및화면설계서분석능력이있으신분",10,"• 비즈니스 클라우드에 대한 이해도가 높으신 분, • ETL 파이프라인 구축 경험 있으신 분, • Docker 및 k8s 환경이 익숙하신 분, • 이슈를 적극적으로 발견하고 개선하고자 하는 능동적인 마인드를 보유하신 분 우대, • 원활한 커뮤니케이션 능력, 기술문서 작성 능력 우수자 우대, • Git, Wiki, Jira 등 협업에 필요한 도구 이해가 있는 분",https://www.wanted.co.kr/wd/201957
1861,디어유,서울시 강남구 학동로 25길 37,DBA,"대용량트랜젝션처리를위한DB설계,구축,운영경험보유•MySQL및NoSQL운영및관리경험보유자•정보통신,전자/전기,컴퓨터등전산관련학사이상•정보처리기사자격증소지자",3,"• AWS 등 클라우드 기반 개발 경력, • 문제 해결 및 성능 최적화를 위한 역량을 갖추신 분, • 보안과 규정에 대한 이해도가 높으신 분, • 대용량 서비스 개발 및 운영",https://www.wanted.co.kr/wd/177440
1862,로쉬코리아,"서울특별시 은평구 통일로 684, 참여동 204호",DBA,"유관경력3년~5년이상또는그에준하는실력이있는분•종류에상관없이1개이상의언어로자신있게개발할수있는분(React,Reactnative,node.js등)•논리적이고분석적인사고력을갖춘분•새로운지식을배우는것에열려있는분•시니어산업에대한관심이높고,시장잠재력에확신이있는분",3,"• 웹/모바일 기반 B2C 서비스 설계/개발/운영 경험 있으신 분, • 텍스트 마이닝, 머신러닝, 검색, 추천 알고리즘 개발 경험 있으신 분, • 웹/모바일 서비스 통계 수집/처리 및 백오피스 개발 경험 있으신 분, • 대규모 트래픽이나 대용량 데이터 처리 경험이 있는 분, • 대용량 데이터 처리 및 분석 경험(로그, 서비스 데이터 등등)이 있는 분, • 인프라 아키텍처 설계, 개발 경험이 있는 분(AWS)",https://www.wanted.co.kr/wd/127432
1863,트리플콤마(골드스푼),서울특별시 강남구 테헤란로 242,DBA,"Java/SpringBoot환경에서의개발경험이필요합니다.•데이터베이스(RDB)설계및FK,트랜잭션경험이필요합니다.•RESTfulAPI기반의서버개발경험이필요합니다.•배치서버개발경험이필요합니다.•테스트코드작성경험이필요합니다.",2,"• 불편함을 느끼고 개선해본 경험이 있으신 분, • 고객 경험 중심으로 생각하며 원활한 커뮤니케이션이 가능하신 분, • JWT, WebSocket, Spring Security 경험이 있으신 분, • AWS 클라우드 환경에 대한 경험이 있으신 분, • 리눅스 환경에 대한 경험이 있으신 분",https://www.wanted.co.kr/wd/206668
1864,피매치,마포구 마포대로 122 프론트원 13층,DBA,"경력:동종업(웹서비스기반백엔드서버개발/운영)2년이상또는그에준하는역량을가지신분•API(RESTfulAPI,GraphQL등)개발경험이있으신분•RDBMS(PostgreSQL등)기반개발경험이있으신분•AWS,Azure,GCP기반인프라구축경험이있으신분",2,"• 헬스케어 분야에서의 경험이 있으신 분, • Docker로 개발환경 구축 및 배포 경험이 있으신 분, • MVP 단위의 서비스 운영 및 배포 경험이 있으신 분 , • 다양한 데이터베이스 시스템 (SQL, NoSQL) 운영 및 최적화 경험이 있으신 분 , • CI/CD 파이프라인 구축 및 테스트 자동화 경험이 있으신 분",https://www.wanted.co.kr/wd/186801
1865,피매치,마포구 마포대로 122 프론트원 13층,DBA,"경력:동종업(웹서비스기반백엔드서버개발/운영)2년이상또는그에준하는역량을가지신분•API(RESTfulAPI,GraphQL등)개발경험이있으신분•RDBMS(PostgreSQL등)기반개발경험이있으신분•AWS,Azure,GCP기반인프라구축경험이있으신분",2,"• 헬스케어 분야에서의 경험이 있으신 분, • Docker로 개발환경 구축 및 배포 경험이 있으신 분, • MVP 단위의 서비스 운영 및 배포 경험이 있으신 분 , • 다양한 데이터베이스 시스템 (SQL, NoSQL) 운영 및 최적화 경험이 있으신 분 , • CI/CD 파이프라인 구축 및 테스트 자동화 경험이 있으신 분",https://www.wanted.co.kr/wd/186801
1866,엠몬스타,경기도 성남시 수정구 금토로 80번길 11,PHP 개발자,"Laravel(PHP8.1)•Mysql•Redis•Docker•클라우드서비스(AWS,Azure)•Git•Kafka",3,"• 이커머스 경험, • Kafka 경험",https://www.wanted.co.kr/wd/177855
1867,멜로우컴퍼니(Mellowcompany),경기도 용인시 수지고 광교중앙로 338,PHP 개발자,"PHP,Laravel을사용하시는분•HTML/CSS/Javascript에대한기본적인이해•MariaDB,MySQL등관계형DB설계와쿼리에익숙하신분•자발적이고능동적인태도로배움에대한의지가있는분",3,"• 기획자, 디자이너, 동료 개발자와의 원활한 커뮤니케이션과 협업을 해낼 수 있으신 분, • Git에 대한 이해 및 소스코드 형상관리 경험이 있으신 분, • AWS 환경 기반 개발 경험이 있으신 분, • 웹에이전시 근무 경험이 있으신 분",https://www.wanted.co.kr/wd/190945
1868,수커뮤니케이션,서울시 성동구 성수일로8길 5 서울숲SK V1타워 A동 1204호,PHP 개발자,"학력:학력무관ㆍ경력:경력10년ㆍphp,mysql,linux,AOS,IOS가능자",5,"ㆍ광고플랫폼 개발 및 운영 경험, ㆍ대용량 데이터 운영 경험 , ㆍ데이타 플랫폼 운영 경험 , ㆍ장기근속자 우대",https://www.wanted.co.kr/wd/172717
1869,에이아이썸,"서울시 강남구 선릉로 578, 6층(삼성동, 태정빌딩)",PHP 개발자,유연하고효과적인커뮤니케이션능력•관련학과전공자또는정보처리기사자격증,10,"• 개발 PL 경험자, • 다양한 개발 언어 및 개발 환경 경험 보유자, • 서비스 론칭 및 운영 경험자, • 광고플랫폼 운영사, 데이터 관련 업무 경력자",https://www.wanted.co.kr/wd/169842
1870,펫박스,서울특별시 마포구 양화로81 H스퀘어 436호,PHP 개발자,"커머스솔루션개발/운영경험이있으신분•WMS,ERP등외부API연동이가능하신분•제품생산/판매/유통/정산프로세스에대한이해와시각이있으신분•AWS클라우드서비스활용이가능하신분•네트워크/앱보안에대한이해도가높은분•Front, end/Back, end개발자를따로구분하지않음•목표지향적인사고와실행력이뛰어난분•최고서비스를지향하며동료들과적극적으로커뮤니케이션할수있는분",3,"• 고도몰/카페24 등 쇼핑몰 플랫폼 튜닝 경험자, • 정보처리기사 , • Android : Java 로 App 개발 경험자, • iOS : Swift 로 App 개발 경험자, • 상용 어플리케이션 개발, 배포 경험자, • (백엔드) Node.js 모듈 개발 경험자, • 개발 패턴(Pattern) 사용하여, 개발 가능한 자, • 최소 100만건 이상의 DB 튜닝 경험자, • SVN, 깃헙 등 코드버전 관리 사용 가능자, • 간단한 네트워크 지식 및 활용 가능한자(인트라넷 개념, 포트포워딩 등)",https://www.wanted.co.kr/wd/7060
1871,베어런,"강남구 선릉로93길 40, 나라키움A 빌딩 5층(코이카 이노포트) SDG 8호",PHP 개발자,"경력4년~7년•PHP기반개발•MySQL또는MariaDB모델링및개발경험(SQL능숙자)•Nginx,Apache,AWS,LINUX개발경험•대용량트래픽환경개발및운영경험•Node.js기반웹서버개발경험(express,fastify,nestjs등)•빌드/테스트/배포자동화개발및운영경험•RDBMS성능및개선역량보유",4,"• 새로운 것을 시도하고, 배우는 것을 좋아하는 사람, • 커뮤니케이션 과 팀워크 의 중요성을 인식하고, 자존감이 높은 사람, • 능동적 자기주도 업무의 진행의 경험과 환경이 익숙한 사람",https://www.wanted.co.kr/wd/129559
1872,포스타입,"서울특별시 강남구 테헤란로4길 5, 6층",PHP 개발자,신입또는경력(경력무관)•높은책임감을갖추신분•새로운기술을학습하길좋아하고빠르게학습하실수있는분•기술을잘다루는것보다제품을잘만드는것이중요하다고생각하시는분,0,"• 창업 경험이 있거나 초기 스타트업에서 MVP 형태의 제품을 개발해 본 경험이 있으신 분, • AWS 기반의 인프라 운영 경험이 있으신 분, • MVC 기반의 웹 프레임워크에 대한 이해와 경험이 있으신 분, • 네트워크, HTTP 통신에 대한 이해와 경험이 있으신 분, • SQL, NoSQL에 대한 이해와 경험이 있으신 분, • 대규모 트래픽 환경에서 발생할 수 있는 다양한 이슈를 경험하신 분, , [채용 프로세스], ∙ 서류 전형 ＞ 인터뷰 전형 ＞ 처우 협의 ＞ 합류, , [근무조건], ∙ 근무형태 : 정규직, ∙ 처우조건 : 포스타입 내규에 따라 협의 후 결정, ∙ 근무조건 : 월~금 주 5일, 1일 8시간 근무, ∙ 수습조건 : 수습 3개월 평가 후 최종 전환 여부를 결정하며, 급여의 100%를 지급, ∙ 근무장소 : 서울특별시 강남구 테헤란로4길 5, 6층(강남역 1번 출구에서 도보 2분 거리), , [지원시 참고사항], ∙ 모든 지원 서류는 정해진 양식이 없으며, 자유 양식(PDF 권장)으로 제출할 수 있습니다., ∙ 지원서에는 1) 새로운 도전이나 다양한 시도를 했던 경험, 2) 작은 성공 경험을 반복하고 있는 사례, 3) 문제를 정의하고 해결한 경험, 4) 기술과 도구를 선택하는 과정의 고민을 포함해주시면 좋습니다., ∙ 엔지니어 직군 인터뷰 전형에서는 상황에 따라 현장 테스트(ex. 손코딩 등)가 진행될 수 있습니다., ∙ 인터뷰 전형 참여 시 소정의 참여비를 지급해 드립니다., ∙ 국가 유공자 및 장애인 등 취업보호대상자는 관계법령에 따라 우대합니다., ∙ 서류 전형을 포함한 모든 채용 전형 결과는 합격 여부와 관계없이 7일 이내에 이메일로 안내드립니다.",https://www.wanted.co.kr/wd/206168
1873,선후,합정동,PHP 개발자,"최소2년이상실무경험자•API서버,웹서비스,Back, end개발•API문서자동화프레임워크사용경험자(ex.Swagger)•AWS클라우드기반개발,배포",2,"• Git 사용 및 브렌치 전략 이해 및 경험자, • JS, Graph QL 경험, • 라이브 서비스 경험, • PHP, LALAVEL, JAVA, SPRING",https://www.wanted.co.kr/wd/202453
1874,네이처프라임,서울시 동대문구 왕산로 25. 9층,PHP 개발자," NodeJS서버개발경력이있으신분, AWS사용경험이있으신분, Linux및MacOS사용이가능하신분, Git을통해서코드형상관리를할수있는분, 애자일이슈트래커사용경험이있으신분, RDB(MariaDB)를이용하는데어려움이없으신분",3,"- PHP 개발 경력이 있거나 코딩 가능하신 분, , - React Native 앱 개발 경력이 있거나 코딩 가능하신 분, , - Python 개발 경력이 있거나 코딩 가능하신 분, , - 생성형 AI에 관심이 있으신 분",https://www.wanted.co.kr/wd/204760
1875,머니투데이,서울 종로구 청계천로11 청계11빌딩,PHP 개발자,"PHP2년이상(Laravel경험우대)•java,C++,iOS,Android경험우대•Elasticsearch,MongoDB,Kafka관련경험우대•SQL/DBMS에대한이해•개발에대한본인의참여도가포함된포트폴리오",0,"• 웹 표준 / 웹 접근성에 대한 이해, • 협업툴 경험자 (JIRA/CONFLUENCE/GIT/MOQUPS), • 기본적인 LINUX 명령 사용 능력, • 기본적인 네트워크 구조 이해, • 개발환경에 필요한 미들웨어 설치 능력, • 원활한 문서 작업",https://www.wanted.co.kr/wd/11018
1876,머니투데이,서울 종로구 청계천로11 청계11빌딩,PHP 개발자,"PHP2년이상(Laravel경험우대)•java,C++,iOS,Android경험우대•Elasticsearch,MongoDB,Kafka관련경험우대•SQL/DBMS에대한이해•개발에대한본인의참여도가포함된포트폴리오",0,"• 웹 표준 / 웹 접근성에 대한 이해, • 협업툴 경험자 (JIRA/CONFLUENCE/GIT/MOQUPS), • 기본적인 LINUX 명령 사용 능력, • 기본적인 네트워크 구조 이해, • 개발환경에 필요한 미들웨어 설치 능력, • 원활한 문서 작업",https://www.wanted.co.kr/wd/11018
1877,모두의봄,서울특별시 마포구 마포대로78(경찰공제회자람빌딩) 15층,.NET 개발자,Java기반웹관련경력10년이상인분•프로젝트기획단계부터DB설계를진행해보신분•RESTApi설계및개발경력5년이상인분•SpringFramework활용기간5년이상인분,5,"• 비정형 DB 경험자, • Amazon Web Service 경험자, • Querydsl, JPA 경험자",https://www.wanted.co.kr/wd/206288
1878,젭(zep),서울특별시 강남구 강남대로94길 10 케이스퀘어 8층,.NET 개발자,"하나이상의프로그래밍언어를다룰수있는분•새로운지식,기술에대한관심과열정이있으신분•협업과커뮤니케이션이원활하고성실하신분",3,"• 멀티 쓰레드와 분할 서버 환경을 이해하시는 분, • 웹소켓 서버에 대한 이해가 있으신 분, • 클라우드 환경에서의 구축 & 운영 경험이 있으신 분 (AWS 등), • 메타버스에 대한 관심이 높은 분",https://www.wanted.co.kr/wd/180861
